Gene_ID,Brain,Spinal,Kidney,Heart,Sk_muscle,Main_EO,Sach_EO,Hunter_EO
C7653330.g1,838.7,85.1,0,18.7,83.4,6.1,6.1,4.4
C7653792.g1,7,36.8,151.2,75.4,221.5,61.9,156.2,191.4
C7653898.g1,112.1,10.5,28.5,193.4,34.1,21.2,52.7,57.1
C7654004.g1,636.6,522.2,771,1007.2,1871.8,982.4,1059.3,1326.2
C7655006.g1,313.3,54.9,46.4,93.9,158.8,55.5,239.4,119.7
C7655900.g1,11.4,26.7,29.1,198.4,188.1,27,67.1,152.7
C7656148.g1,594.3,347.6,437.7,207.3,424.2,364.1,371.4,548.3
C7656256.g1,115.6,156.2,254.8,92.3,136.7,136.4,108.7,153.7
C7657140.g1,16.3,0,0,0,0,0,0,0
C7658798.g1,722.6,369.5,0,0,20,0,4.6,10
C7659056.g1,6.8,15.9,0,227.6,103.2,248.2,167.4,172.7
C7659098.g1,210.6,842,265.5,129.4,255.4,560.8,418.9,288.7
C7659960.g1,18.8,31.9,86.8,55.2,64.9,30.2,56.2,26.1
C7662656.g1,79.7,93.2,20.3,202.4,460.5,158,138.6,223.2
C7662680.g1,545.2,22.9,0,0,19.1,7.1,3.5,1.9
C7663820.g1,136.1,51.1,19.6,43.1,65.1,66.7,57.4,75.2
C7664054.g1,514.6,1106.8,1064.7,909.3,801.3,2221.2,1784,1557.4
C7664204.g1,186,130.5,0,230.4,408.6,267.1,255.1,276.3
C7664486.g1,57.1,111.4,56.5,15.2,547.1,37.4,261.2,56.6
C7664618.g1,4.4,502.6,0,0,5.6,0,0,2.8
C7664652.g1,1610.8,2309.1,1142.6,1120,9920.2,960.3,933,837.9
C7665112.g1,0,0,0,0,0,0,0,2.2
C7665242.g1,1117.7,2382.4,4158.4,887.8,2718.1,1319.3,1358.2,1816.3
C7665296.g1,130.8,340.7,51,117.5,18.8,117.5,50.7,77.6
C7665394.g1,0,5.6,0,0,16177.1,0,39.3,188.7
C7666240.g1,0,8.5,0,0,3127,0,0,0
C7666370.g1,10.7,15.6,414.6,48,20.3,59.9,44,30.6
C7666452.g1,236.6,205.3,42.1,292.6,135.4,102.1,167.5,139.3
C7666612.g1,72.3,144.9,313.3,1.8,86,215.9,275.7,366.2
C7666958.g1,0,7.3,15.8,0,8627.6,18.3,10.9,114.5
C7667074.g1,82,58.8,3.4,82.4,107.3,121.8,56,154.9
C7667216.g1,148,244.7,747,401.2,109.8,557.5,485,287.3
C7667374.g1,895.1,2104.1,3710,762.6,1423,1049.6,971,973.1
C7667486.g1,25.9,11.6,73.4,78.6,65.5,18.8,25.7,35.5
C7667868.g1,193.8,399.4,445.9,304.1,292.4,174.3,146.5,258.5
C7668994.g1,0,9,365.8,55.4,559.8,324.4,637.1,670.4
C7669380.g1,18.9,0,0,26.4,47.9,7.4,3.7,16
C7669500.g1,17.4,156.4,0,125.4,11,139,100.8,31.5
C7669704.g1,166.9,246.5,323.7,252.5,208.1,171.2,167.3,240.4
C7670288.g1,58.1,49.2,40.8,21.6,15.2,9.5,11.8,10.2
C7670290.g1,297,26.9,0,3.1,0,3,9,6.5
C7670294.g1,90.5,118.4,182.9,453.2,1080,405.6,341.3,427.2
C7670382.g1,488.8,551.1,1416.2,341.2,325.7,187.4,248.8,375.3
C7670828.g1,0,0,0,13.1,27.9,19.4,22.6,0
C7671110.g1,113.8,99.4,0,0,8.1,26.5,33.9,77.6
C7671630.g1,390.3,210,119.1,580,501.2,377.8,538.4,665.9
C7671722.g1,273.6,539.1,3485.4,32.5,12.5,43.6,55.1,47.1
C7671812.g1,1285.8,912.7,518.7,499.4,876.5,1015.4,917.4,1292.7
C7672358.g1,12.1,9.5,30.9,43.7,82.1,86,76.2,36.1
C7672430.g1,2873.2,6116.4,8387.1,3689.9,3505.7,2294.9,2576.9,2334.3
C7673026.g1,771.4,537.2,490.4,935,1062.3,742.1,718.1,967.9
C7673562.g1,26.5,35.4,4.8,158.5,134.1,40.1,151,81.8
C7673724.g1,255,149.1,251,394.2,281.4,213.6,236.9,293.2
C7674226.g1,337.7,543.5,205.5,3614,8894.7,1379.7,1777.8,2043
C7674722.g1,250.2,406.1,4023.4,281.7,328,504.1,481.7,340.5
C7674946.g1,53.8,125.8,136.9,56.4,0,150.8,134.4,77
C7675174.g1,248.7,377.5,373.4,849.6,308.4,896.3,842.8,370.5
C7675366.g1,0,0,106,8,8.4,7.9,7.9,0
C7676042.g1,48.5,113.5,119,249.2,8.8,73.6,16.3,8.8
C7676160.g1,34.6,17,1412,220.3,9.2,60.2,64.2,30.1
C7676206.g1,1.4,14.8,132.2,15.2,60.5,34.8,26.4,55.4
C7676888.g1,641.7,1305.1,1485.6,56.5,86.3,194.8,172.4,210.1
C7677234.g1,131.2,135.5,444.8,115.3,88.7,108.4,95.1,100.2
C7677258.g1,286.4,3528.5,3.6,95.4,60.2,66,57.5,87.2
C7677990.g1,596.3,618.8,1564.7,1192.6,1266.5,1373.1,1091,1144.1
C7678486.g1,192.9,189.8,11.2,99.8,222.3,82.8,134,117.2
C7679528.g1,0,5.4,0,0,0,0,0,2.9
C7679692.g1,481,358.7,0,4.8,5.1,0,2.3,0
C7679808.g1,31,152.3,31.5,0,0,0,0,0
C7679952.g1,0,5.1,22.3,0,0,0,10.3,0
C7680222.g1,375.9,77.1,0,3.6,30.4,972.2,1146,1540.5
C7680480.g1,113.4,84.4,131.1,65.9,200.3,52.7,88.9,153.1
C7680664.g1,318.8,279.7,434.9,326.3,319.8,376.3,359.2,469.3
C7680894.g1,0,2.3,314.2,21,0,0,13.7,0
C7681074.g1,97.2,59.7,44,100.6,116.8,35,63.9,159.3
C7681176.g1,369.9,0,0,0,0,0,0,0
C7681332.g1,3.3,3.9,0,15.8,8.4,11.7,7.8,16.8
C7681800.g1,747.2,262,656.6,4630.9,1648,24.2,27.3,24.4
C7682420.g1,1550.9,2630.7,21.4,315.9,327,46.4,128.6,139.3
C7682588.g1,4599.3,5548.1,5916.9,7978.4,3640.3,11070.2,8972.9,7677.9
C7683062.g1,208.1,190.4,1593.9,1369.3,34,186.2,63.1,44.9
C7683532.g1,187.1,139.6,127.2,135.3,188.1,167.6,193.4,188.9
C7683770.g1,47.6,90.4,20143.8,74.8,354.1,379,401.8,117.3
C7683884.g1,245.8,225.9,585,404,872.3,352.3,338.5,630.4
C7684348.g1,20.1,6.7,18.3,24.1,7.3,6.8,6.8,14.6
C7684470.g1,206.2,52,0,29.1,375.7,38.2,23.8,41.2
C7684518.g1,24.6,57.5,925.3,53.3,23.3,34.4,46.9,29.3
C7684582.g1,0,0,120.6,4.9,5.2,0,0,2.6
C7684866.g1,0,11.7,0,6,63.3,17.7,41.1,44.5
C7684936.g1,12.9,15.1,2,13.5,142.8,106.4,49.2,69.7
C7685762.g1,57.3,357.6,0,1.8,134.1,27.8,31.1,31.8
C7686428.g1,88.4,49.3,18.7,15.1,5.3,27.3,27.2,29.5
C7686750.g1,93.8,71.7,50.5,43.2,82.3,25.5,42.4,32.1
C7686754.g1,0,0,152.1,0,40.8,0,10.8,0
C7686770.g1,6,0,71.8,0,919.1,0,0,7.6
C7687316.g1,2.1,12.1,720.9,66.7,0,70.6,48.5,13.1
C7687464.g1,1188.5,1534.2,2057.3,565.2,1632.1,2444.6,1825.5,2076.6
C7687598.g1,673.1,2162.1,466.3,2702.7,1591.4,3901.6,3348.1,3773.3
C7688188.g1,286.4,14.5,7.9,0,7.9,14.7,32.9,15.8
C7688326.g1,121.1,117.7,661,75.9,28.3,94.6,98.5,78.3
C7688508.g1,40.8,47.7,25.9,113.2,219.9,87.4,132,175.5
C7689326.g1,296.4,469.9,569.5,315.7,609.3,431.5,561.3,452.8
C7689580.g1,34.2,72,509,159.9,30.3,131.2,116.6,17.4
C7690248.g1,0,75.1,0,0,68224.7,46.8,100,765.1
C7690486.g1,467.9,389.2,846.2,523.3,333.8,642.3,680.4,988.4
C7690672.g1,48.4,183.3,4096.4,185.8,63.4,106.3,250.9,91.3
C7691316.g1,47.4,231.5,23.6,44.5,10.4,65.7,21.8,63
C7691688.g1,78,107.5,577.2,487.2,388.2,443.8,275,336.8
C7692206.g1,22.4,43,57.1,68.5,103.4,221.6,211.1,431.2
C7692496.g1,11.1,13,857.5,16.6,21.1,9.8,42.4,14.1
C7692622.g1,795.2,1316.8,80.3,149.5,118.1,28.4,42.4,67
C7692978.g1,503.5,522.6,127.2,1526.5,338.1,625.9,497.9,458.5
C7693244.g1,236.6,285.6,87.4,493.8,261.1,202.7,210.8,213.8
C7693982.g1,0,7.7,8.4,0,0,13,28.5,14
C7695136.g1,0,0,0,0,0,0,0,0
C7695388.g1,4.8,54.5,15406.7,0,0,0,0,0
C7695390.g1,25.1,16.8,0,8.6,36.3,27.5,33.7,43.3
C7695920.g1,0,3.3,0,0,27701.2,3.3,26.3,256.2
C7696292.g1,260.9,50.9,0,0,0,0,0,0
C7696478.g1,168.7,74.7,170.6,113.3,356.3,96.6,112.7,187.1
C7697694.g1,34,33.2,12.6,23.8,28.7,46.8,58.3,34.3
C7698512.g1,788.1,954.5,716.8,1431.6,1592.2,1370.6,1490.1,1428.2
C7699260.g1,1.7,2.1,44.6,18.9,13.3,22.8,16.5,6.7
C7699470.g1,56.2,38.2,4092.4,108.6,179.1,124.1,134.2,92.3
C7699550.g1,0,22.9,0,0,0,0,0,0
C7699606.g1,89.6,267,669.9,250.4,769.9,458.1,598.6,639.4
C7700142.g1,6.8,6.4,19.1,14.8,93.6,17.8,25.7,22.7
C7700216.g1,83.2,576.7,28.4,1.5,0,5.9,0,0
C7700846.g1,100.5,64.8,54.8,231,2718.4,104.1,106.1,122.7
C7701136.g1,8.9,18.6,42.8,51,0,41.8,27.1,11.3
C7701352.g1,12.4,530.2,25.6,0,0,0,0,0
C7701510.g1,0,0,106.9,41.5,0,11.7,8.7,6.3
C7702176.g1,3.7,93.6,24881.2,0,0,0,1.4,0
C7702302.g1,1495,3437.3,78.2,314.5,322.3,84.7,96.4,117.5
C7702758.g1,0,0,0,0,0,0,0,0
C7703550.g1,399.1,407.8,405.6,1148.4,857.3,462.3,390.6,530.7
C7704268.g1,0,0,0,4.4,0,0,0,4.6
C7704286.g1,1.6,380.7,0,0,0,1.9,3.8,2
C7704638.g1,2.5,0,0,0,1123.9,237.9,234,64.2
C7704780.g1,17491.1,19167,145558.7,20129.4,6401.2,16248.2,17436.8,15646.2
C7704834.g1,0,0,0,5.4,0,0,0,0
C7705222.g1,6.2,0,0,14.8,0,0,7.3,0
C7705612.g1,9.7,42.5,292.8,58.1,46.1,74.4,109.7,55.5
C7706020.g1,78.8,171.5,713.3,195.5,4.6,73.6,77.6,28
C7706152.g1,859.6,947.5,1417.9,803,710,1056.8,545.6,692.3
C7706310.g1,185.7,103.7,424.1,172,74.9,119.6,193.6,145.1
C7706582.g1,120.4,24.5,0,8.4,22.1,20.6,18.5,28.9
C7707012.g1,71.6,20.9,11.4,25,7.6,10.6,0,3.8
C7707176.g1,32.4,87.1,86.5,7.8,16.4,7.6,15.2,16.5
C7707344.g1,112.5,46.2,58,72.9,231.2,43.1,93,123.9
C7707374.g1,103.5,53.3,0,92.6,17.5,37.5,32.5,14.1
C7707528.g1,454.3,558.9,1932.6,651.6,1373.8,1086.4,1020.3,1111.5
C7707878.g1,426.8,979,118.7,119.9,118.3,133.8,192.1,140.1
C7708132.g1,30,25.9,0,1.9,0,1.9,0,0
C7708900.g1,1628.9,1387,1499.2,1990.6,1093.5,2015.4,1521.5,1195.6
C7709302.g1,346.9,761.9,7080.8,1178.3,575.6,863.2,909.5,883.4
C7709552.g1,17.5,0,33.4,0,0,0,0,13.9
C7709830.g1,436.5,640.5,1735.9,237.8,432.5,360.7,331.2,384
C7710070.g1,2999.6,7271.3,1299.6,792.3,848.4,1939.4,1763.1,1826.7
C7710530.g1,192.8,330.1,0,23.5,0,0,0,7.1
C7710698.g1,57.3,28.3,30.7,10.8,0,3.6,7.1,3.8
C7710882.g1,77.4,57,58.3,79,87.1,91.3,90.9,131.3
C7711010.g1,625.5,110.4,225.1,127.3,44.9,38.3,124.9,33.8
C7711116.g1,378.4,385.8,636.7,1174.3,2754.2,1880.6,1631,1428
C7711426.g1,15.3,7.9,0,75.4,172.3,22.1,22,30.3
C7711838.g1,57.1,23,17.5,40.1,74.9,16.3,30.1,25.1
C7711926.g1,6,0,3.1,43.4,0,1.4,0,0
C7711966.g1,39.9,23.3,344.9,4.8,0,0,4.7,5.1
C7712812.g1,120.5,131.2,89.8,64.7,115.9,58.8,97.7,137.5
C7713220.g1,0,0,0,0,0,0,0,0
C7713704.g1,331.9,261.2,502.7,97.6,229.5,220.9,170.3,161.4
C7714034.g1,10.4,27.1,33.9,507.5,855.8,173.9,305.5,212.7
C7714274.g1,0,0,0,7.6,3213.7,910.8,873.5,1231.9
C7714634.g1,985.8,864.1,2274.5,611.2,672.4,726.3,639.9,888.2
C7714948.g1,506.9,1058.3,489.1,279.7,321.2,233.6,258.7,385
C7715456.g1,21.6,108.8,209,57,71.3,28.1,61,60.6
C7715482.g1,254.4,67.4,0,0,8.6,4,4,0
C7715748.g1,49.1,168,374.9,769.9,210.7,71.4,182.1,101
C7715882.g1,185.2,456.4,0,11.9,293.3,97.6,93.3,109.5
C7715932.g1,43.7,86.1,491.5,124.1,46.6,51.6,56.8,41
C7716156.g1,234.7,169.8,138.5,852.5,294.4,171.4,221.9,157.1
C7716164.g1,98.5,108.4,36.9,20.8,0,0,6.8,0
C7716414.g1,137.1,14.1,0,11.5,6.1,107.9,59.4,116.4
C7716610.g1,9,12.6,0,30.2,13.7,12.7,19,9.2
C7716792.g1,858,1140.4,991.9,1000.1,617.8,1675.8,1095.7,878.9
C7716810.g1,38.6,10.7,7,22,37.2,8.7,25.9,30.4
C7717442.g1,3326.8,2025.6,0,60.8,0,0,14.9,19.4
C7717642.g1,0,0,0,0,0,0,0,0
C7717682.g1,26.6,0,16.9,0,22.5,0,0,16.9
C7717812.g1,40.5,98.8,17.2,0,0,0,0,0
C7717886.g1,21.6,0,0,0,0,0,0,0
C7718490.g1,64.9,87.5,50.8,11.9,525606.2,20729.1,16230.5,24963.3
C7718806.g1,43.3,28.1,97.9,605.2,725.4,212.9,260.1,440.9
C7719114.g1,1270.5,14.1,76.8,7069.6,45.9,71.3,188,115.2
C7719666.g1,210.6,45.5,8.2,139.8,8.2,42.1,49.5,115.5
C7719870.g1,32.7,0,0,9.8,10.4,9.6,14.4,31.2
C7719920.g1,17.2,13.4,3.7,31,14.6,108.6,108.2,157.4
C7720202.g1,14.3,33.6,60.8,126,72.7,39.5,50.6,67
C7720346.g1,0,15.1,16.4,0,923.9,0,0,0
C7720664.g1,6.1,11.8,54.1,0,10.3,2.4,4.8,0
C7721440.g1,172.7,151.5,1389.3,370.1,33.7,109.7,261.5,84.6
C7721598.g1,20.1,3.9,0,5.3,0,0,2.6,1.4
C7723714.g1,226.2,58.3,121.9,87.3,106.9,239.9,166.8,170.9
C7724436.g1,27.4,30,681.4,59.2,4.6,64.8,47.3,0
C7724762.g1,186.5,51.1,252.3,133.1,10,28.1,23.3,15.1
C7724892.g1,170.4,79.7,0,35.6,13.9,23.4,16.8,4.2
C7725122.g1,132.6,82.4,295.1,230.9,63,220.2,143.7,55.4
C7725168.g1,4.9,5.7,0,628.1,434.6,231.3,276.4,355.6
C7725860.g1,65.5,56.8,49.4,66.9,123,45.8,51.3,80.3
C7726092.g1,69.6,791.9,0,0,0,0,0,0
C7726498.g1,19.5,48.2,0,20.8,0,2.6,0,11
C7726854.g1,5.4,0,0,1.6,47.7,9.5,7.9,5.1
C7726936.g1,173.5,388.6,28.2,1897.7,4921.3,766.9,972,1193.8
C7726994.g1,3.4,59.5,3545.4,36.6,8.6,52.1,83.7,34.5
C7727148.g1,156.3,9.4,0,0,0,0,0,0
C7727656.g1,251.6,368.8,2.3,14.9,26.9,10.4,8.3,20.3
C7727788.g1,22.5,3.8,24.5,3.8,4.1,0,0,2
C7727884.g1,0,0,0,0,7.7,0,0,0
C7728070.g1,5.5,15.1,65.6,24.3,28,10.9,23.8,14.1
C7728506.g1,65.1,218.6,81.2,205.5,176.9,148,137.7,305.7
C7728822.g1,139.9,27.5,0,1.4,0,1.4,0,0
C7728992.g1,105.5,11.3,0,1585.9,354.8,31.8,35.4,17.8
C7729028.g1,71.2,170.7,116.6,225.5,152.9,123.9,181.5,144.4
C7729230.g1,1196.4,644.3,376.6,319.4,683,1213.1,511.8,527.9
C7729406.g1,79.1,140.2,3.1,11.5,72.9,0,2.8,0
C7729446.g1,30.6,8,0,0,0,0,0,0
C7729568.g1,366.8,37.6,80.5,19.3,0,8.9,15.1,5.5
C7729856.g1,7,29.3,26.5,8.3,0,3.3,1.6,5.3
C7730948.g1,86.3,125.9,364.4,571.9,10.8,124.5,91.4,38
C7731082.g1,331.7,585.4,79.1,468.4,367.8,419.5,884.3,625.9
C7731108.g1,45.5,40.8,27,143.7,34.6,21.5,64.2,77.3
C7731496.g1,0,0,0,1.6,0,0,1.6,0
C7731804.g1,89.6,29.9,236,115.1,16.2,37.7,30.1,16.3
C7731946.g1,9.9,0,168.6,13.9,4.2,21.5,5.8,2.1
C7732008.g1,0,6.3,0,0,328291.4,31.9,19,1299.2
C7732232.g1,0,3.1,0,371.6,459.6,235.8,191.6,204.1
C7732610.g1,2172.1,3871,2868.5,6387.8,6523.2,2082.3,3274.9,2945.5
C7733208.g1,29.8,186.5,57.9,48.3,22.2,41.4,22.6,73.6
C7733824.g1,465.2,181.4,0,0,0,0,0,0
C7734028.g1,82.7,5.3,4.3,1.4,5.7,0,1.3,1.4
C7734040.g1,0,0,187.7,0,0,0,0,0
C7734106.g1,937.7,951.1,1465.3,1109.3,1323.3,1556.7,1703.7,1881.5
C7734864.g1,247.3,1270.4,8.4,10.6,8.4,10.4,5.2,16.9
C7735018.g1,301.1,185.7,306.3,227.4,328.3,196,218.8,360
C7735380.g1,63.1,143.7,101.3,131.3,0,90.2,44.9,21.1
C7735678.g1,1093.4,2358.6,12913.4,10071.4,6259.7,12135.7,9897.5,10135.4
C7736348.g1,210.6,184.7,229.1,470.7,882.6,303.5,330.8,489.8
C7736480.g1,5.6,135,35.8,0,0,0,0,0
C7736628.g1,115.8,171.8,32.3,629.5,31926.9,7805.1,7317.8,10000.5
C7736758.g1,55.5,58.4,148.2,86.5,77.4,39.3,29.4,67.1
C7737334.g1,88.6,26.5,0,36.2,4.8,40,15.5,19.2
C7737594.g1,109.9,29.9,62.1,45.2,36.6,38,44.4,76.3
C7737922.g1,0,0,899.2,0,0,0,0,0
C7738720.g1,55.9,13.1,0,1.3,0,0,0,1.4
C7738966.g1,3.6,2.8,13.7,1.4,6.1,2.8,8.4,13.7
C7739094.g1,38.8,42.2,60,69.8,485.3,203.1,192.5,173.1
C7739252.g1,9.1,13.3,524.8,65.2,28.7,58.9,40,37.5
C7739604.g1,3.9,1.5,29.8,9.4,174.8,46.1,91.8,162.3
C7739866.g1,24.1,43.6,161.7,43.3,13.9,24.6,28.4,40.5
C7740246.g1,213.1,174.7,1363.5,888.7,114.8,73.3,90.7,106.8
C7740594.g1,58.1,84,43.5,49.2,26,44.4,32.2,104.5
C7740788.g1,18.7,23.4,28.9,28.8,10.2,20.5,15.7,10.2
C7741374.g1,84.1,68.2,142.6,151.8,88.1,90,98.8,122.7
C7742856.g1,489.2,298.7,254.8,623.8,851.4,380.3,468.8,540.2
C7743122.g1,40.1,282.5,0,0,0,0,0,0
C7743186.g1,38.7,11.3,0,17.4,0,28.6,19.9,33.9
C7743240.g1,46,41,2.5,48,53.3,42.5,43.5,45.9
C7743628.g1,250.2,104.3,530.2,310.1,189.5,285.1,165.7,278.3
C7744532.g1,107.5,77.4,56.1,75.9,230.5,133.4,87.5,133.3
C7744662.g1,12.2,0,136.9,12.5,0,0,8.2,6.6
C7745170.g1,196.2,637.6,205.2,206.4,281.8,527.6,510.1,691.2
C7745796.g1,457,479.9,287.5,865.7,541.8,612,540.2,760.2
C7746084.g1,20.1,93.9,570.8,172.7,180.3,79.7,203.7,155.6
C7746156.g1,0,3.3,21.6,0,43,13.3,3.3,14.4
C7746600.g1,223.9,128.3,370.9,174.8,369.6,146.8,123.6,185.7
C7746632.g1,18.8,19.4,891,37.1,2.8,1.3,5.2,1.4
C7747102.g1,7,728,0,15,17.6,1.6,0,19.5
C7747458.g1,133.5,63.9,0,60.5,16,12.4,25.9,14.7
C7747822.g1,18.8,47.1,157.1,56.3,20.4,36.5,37.9,35.9
C7747892.g1,26.4,26.3,0,0,136.4,2.3,1.1,6.2
C7747962.g1,229.5,194.1,17.6,686,33172.9,8490.6,7740.2,14093.9
C7748410.g1,2.2,5.2,36.8,13.3,33.8,39.4,34,36.8
C7748904.g1,3,24.8,1425.3,83.5,30.7,64.4,39.2,19.3
C7749168.g1,244.1,185.9,603.7,489.2,1237.5,767.6,1127.2,1214.2
C7749288.g1,1706,3174.7,57.5,333.4,272,58.3,94.6,134.9
C7749514.g1,34.7,126.2,618.6,644.3,741.6,757.7,726.6,600.7
C7750148.g1,416.8,134.8,0,0,0,253.9,380.5,488.3
C7750308.g1,36.6,17.6,30.1,100.5,27.3,10.2,20.2,13.7
C7751980.g1,56.2,12.5,97,14.4,10.2,0,7.9,8.5
C7752034.g1,219.1,264.1,82.5,669.7,833,731,720.1,964.9
C7752038.g1,7.7,13.5,112.7,27.7,9.8,54.6,77,29.4
C7752506.g1,86.5,209.4,1.9,39.3,226.9,84.5,135,155.8
C7752596.g1,9.2,37.6,23.4,11,0,0,0,0
C7752746.g1,92.3,113.3,20.5,276.5,64.3,43.6,48.8,73.4
C7754044.g1,308.7,107.6,33.7,52.3,94.9,79.2,104.5,137
C7754102.g1,22.5,0,0,0,0,0,0,2.4
C7754634.g1,441.8,751.9,914.6,682.3,641.9,946,976.2,1265.2
C7754762.g1,6.5,3,1.6,3.1,0,0,0,0
C7755576.g1,1.4,6.4,5.2,8.2,0,11.3,8,5.2
C7756328.g1,75,164.2,137.7,336.5,829.3,311.8,331.5,484.8
C7756468.g1,132,35.8,67.6,11.6,183.6,26.6,11.4,43
C7756682.g1,54.3,457.6,0,0,0,0,0,0
C7756946.g1,1131.6,568.9,446,432.6,311.5,1305.6,731.4,880.1
C7756996.g1,53.1,48,6.1,43.4,6.1,51.2,22.7,24.6
C7757002.g1,85.8,3.4,0,5.2,3.7,3.4,3.4,3.7
C7757444.g1,17,15.6,23.1,2.9,49.2,12.9,20,24.7
C7758048.g1,2.2,0,178.1,0,0,0,0,0
C7758096.g1,200.1,246.1,0,34.8,8.7,12.1,10,24
C7759312.g1,850.5,892.8,1517.1,817.8,1002.6,2571.9,2452.8,2452.2
C7760772.g1,54.1,20.4,9.3,32.9,41.8,74.6,48.5,53.7
C7760818.g1,7.8,9.1,16.1,25.7,24.7,19.6,31,27.3
C7760826.g1,3.1,32.1,0,0,3.9,1.8,1.8,0
C7761332.g1,47.6,62.6,0,128.2,519.9,726.3,573.1,817.5
C7762524.g1,33.3,13,225.9,924.5,9.4,0,2.2,0
C7762618.g1,11.1,14.9,165.9,40,48.4,41.3,46.7,36.5
C7762662.g1,48.1,429.1,636.3,129.5,232.5,86.8,139.8,205.8
C7762964.g1,28.5,31.7,3.5,1.6,0,0,0,0
C7763524.g1,20.7,0,3.8,0,0,81.5,44,74.1
C7764322.g1,13.3,125.6,10.9,426,146.9,952.6,1518.5,551.8
C7764572.g1,0,0,150.8,43.7,84.8,28.7,50,34.8
C7764700.g1,183.7,91.4,174.3,167.5,232.8,153.7,169.2,267
C7765144.g1,13.6,46.4,56.8,13.4,66,35.1,13.1,17.4
C7765900.g1,11.5,22.4,43.9,0,29.1,307.8,284,161.1
C7765938.g1,4.6,53.2,318.1,84.5,5.8,32.2,66.8,34.8
C7766260.g1,697.1,11.5,41.9,17.1,239.3,28.5,34.8,46.1
C7766420.g1,16,26.2,52.8,0,0,3.8,1.9,8.1
C7766470.g1,0,0,0,0,0,0,0,0
C7767620.g1,90.8,221.7,45.2,175.1,370.3,144.5,264.6,286.6
C7767948.g1,21.5,13.3,18.7,21.7,17.2,8,9.3,14.4
C7768784.g1,183.5,214.7,127.3,471.2,138.9,90,100.9,157.8
C7768874.g1,45.9,405.5,0,0,0,0,0,0
C7769352.g1,8.2,0,0,3.9,0,0,0,0
C7769362.g1,463,865.7,16,117,87.8,18.6,37,28.1
C7769452.g1,1646.6,1695.5,1335,2186,1899,2200.6,2050.5,2746.8
C7769602.g1,54.8,117,106.7,463.9,392.5,289.4,811.6,472.4
C7770262.g1,0,2.8,18,192.5,0,0,5.6,9
C7770772.g1,32.2,23.4,78.7,47,22.1,28.8,33.8,25.5
C7770908.g1,17.3,35.8,304.5,31.7,59.4,32.5,69.5,42.8
C7771040.g1,35.4,19.3,24,215.1,736.4,47.4,25,69.2
C7771220.g1,2.6,21.6,838.3,6.3,33.4,3.1,21.7,20.1
C7771576.g1,111,149,9.3,338.1,16023.1,3784,3541.5,5226.2
C7771978.g1,42.2,29.6,46.5,60.7,14.3,3.3,16.5,35.8
C7772418.g1,15.5,4.5,93.6,134.5,29.4,59.4,41,44.3
C7772580.g1,23.4,75.4,189.9,24.6,0,31.1,58.5,29.8
C7773034.g1,244,302.9,801,462.5,1698.2,372.8,445.9,619.1
C7773068.g1,0,0,39.1,4.1,606.9,4.1,0,13.1
C7773078.g1,6020.2,2825.2,445.6,133.6,100.9,476.3,440,338
C7773082.g1,68.6,29.5,6.4,1.2,51.1,48.8,35.6,37.2
C7773262.g1,0,0,0,0,0,0,0,0
C7773336.g1,14.6,13.1,111.5,63.9,0,17.3,11.1,1.1
C7774872.g1,90.6,192.3,197,314.2,120.8,174.4,243.8,315.6
C7774924.g1,78.3,9.5,58.4,80.9,13.7,19.1,19,24
C7775590.g1,1499.6,2351,21.9,305,229.6,33.9,103.1,131.8
C7776490.g1,76.6,56.7,156.9,84.3,79.2,285.9,174.5,137.2
C7776918.g1,0,13.8,0,0,0,0,4.6,5
C7777266.g1,967.5,1997.1,15540.5,8069.4,6517.3,10194,8055.9,10358.6
C7777928.g1,0,31.5,17.1,2.3,0,0,0,0
C7778180.g1,164.7,146,88.9,281.1,531.3,135.5,193.6,254.2
C7778394.g1,407,252.2,472.4,321.5,336.1,248.6,259.4,439.5
C7778788.g1,17.8,6.9,0,142.3,0,2.3,7,2.5
C7778974.g1,6.7,7.8,0,10.7,25.4,10.5,6.5,11.3
C7779782.g1,24.6,20.1,37.5,11.8,49.8,49.3,63.6,21.9
C7779810.g1,1702.1,1537.6,2592.5,1532.5,1310.8,992.4,915.3,869.2
C7780066.g1,10,23.3,3015.1,103.5,25.2,23.5,19.5,25.4
C7780128.g1,510.6,867.2,540,1197.4,1097.6,292.4,273.4,349.7
C7780594.g1,261.1,280.9,332,391.1,304.4,141.8,208.7,239.3
C7781286.g1,469,198.8,547.7,477.8,609,964,1051.7,1196
C7781340.g1,52,21.3,499.7,40.5,6.6,46.1,27.5,39.8
C7782158.g1,0,4.9,16.1,5.1,0,0,0,0
C7782426.g1,102,61.2,78.2,61.1,92.8,100.3,69.2,48.3
C7782806.g1,0,0,0,231.4,130.5,20.3,15.1,0
C7783228.g1,59.8,44.5,172.8,91.2,13.8,25.7,31.9,41.5
C7783468.g1,637.4,695.3,3896.8,1527.6,170.8,1168.4,882.5,507.2
C7783590.g1,461.8,245.7,1141.3,263.5,1388,620.4,789.8,706.6
C7783928.g1,641.7,623.2,243.4,157.4,161.7,2183.8,1327.8,4010.9
C7784260.g1,22,7.3,0,1.9,0,0,0,0
C7784302.g1,16.5,63.9,0,7.3,8.8,0,1,0
C7785356.g1,418.5,755.3,3413.2,246.4,128,161.8,199.3,183.7
C7785458.g1,54.2,251.6,573.5,427.8,585.7,489.1,659.5,464.7
