Gene_ID,Brain,Spinal,Kidney,Heart,Sk_muscle,Main_EO,Sach_EO,Hunter_EO
scaffold14391.g1,214.4,252.5,276.5,338.9,269.8,154.3,182.3,263.3
scaffold14398.g1,832.7,2124.1,22028.8,2150.9,1306.7,1182.6,1243.3,844.8
scaffold14398.g2,0,0,0,0,0,0,0,0
scaffold144.g1,513,1500.9,736.9,339.1,473.4,552.9,414.6,426.3
scaffold1440.g1,965.7,907.3,853.1,455.8,261.3,558.1,485.9,435.2
scaffold1440.g2,0,0,3.7,0,0,0,0.5,0
scaffold1440.g3,84.6,83.6,2454.5,92.7,49.9,49.1,51.5,43.6
scaffold1440.g4,4,9.3,0,8,10.1,9.4,6.3,8.5
scaffold1440.g5,421.9,511.1,22.4,457,318.7,88.5,62.3,199.3
scaffold14405.g1,414,239.3,30.4,567.5,1157.4,1014.4,521.4,1043.3
scaffold14405.g2,932.3,1184.4,764.9,3015.9,4660,6128.4,5443.7,5788.8
scaffold14406.g1,0,0,0,0,0,0,0,0
scaffold14406.g2,0,0,0,0,0,0,0,0.6
scaffold1441.g1,309.6,239.4,13.6,18.1,4.8,0.7,3.7,0
scaffold1441.g10,2252.2,2535.6,2933,2252.8,7920.3,3608,4096.1,4007.1
scaffold1441.g11,366.8,197.4,547.9,241.7,476,295.6,386.4,454.9
scaffold1441.g12,2205.8,1332.4,1825.2,2137,3152.5,1178.8,1777.7,2160.9
scaffold1441.g13,2877.6,1494.7,1504,1765.4,2105.1,813.8,1127.9,1498.5
scaffold1441.g14,148.4,153.9,215.3,267.5,215.8,172.1,201.1,259.4
scaffold1441.g15,405.9,318.8,408.2,1005.9,1252.7,393.7,567.2,580.5
scaffold1441.g16,145.6,108.3,212.8,402.7,451.3,127.7,192,179.1
scaffold1441.g17,257.4,289.6,817.6,324.2,217.5,160.9,207.1,217.5
scaffold1441.g18,335.4,180.5,67.1,5.7,241.5,260.2,192.5,359.9
scaffold1441.g19,597.1,327.3,31.6,18,558.9,622.9,579.9,805.6
scaffold1441.g2,13.4,12.8,0,0,0,0,0.7,0
scaffold1441.g20,414.7,334.3,199.4,600.9,958.5,566.3,580.2,711.2
scaffold1441.g21,1072.7,1018.9,886.4,862.1,8660.7,752.7,789.5,948.7
scaffold1441.g22,87.4,104.6,779.1,127.7,81.4,179,124.4,132.2
scaffold1441.g23,465.4,238.5,313.2,1194.8,141.8,3970.7,3312,3329.6
scaffold1441.g3,33.6,21.8,93.9,0.9,0,1.8,2.6,0
scaffold1441.g4,153.9,30,211.5,10.4,5.2,3.9,9.7,5.8
scaffold1441.g5,80.8,73.8,387.3,127.4,208.7,88.8,120.4,133.8
scaffold1441.g6,1318.5,2076.7,468.1,1146.6,836.4,472.6,467.1,635.5
scaffold1441.g7,591.9,1220,1097.4,512.2,611.4,987.4,935.4,876.4
scaffold1441.g8,11.8,13.6,174.4,3.9,1.2,3.8,6.1,7.4
scaffold1441.g9,10.3,16.3,27.8,3.6,0,6.4,11.4,2.3
scaffold14411.g1,0,0,0,0,0,0,0,0
scaffold14418.g1,264.2,419.1,260.9,261.5,405.9,492.7,328.2,341.5
scaffold14418.g2,1277.3,2264.5,4380.7,866.5,1342.5,1534.6,1427.2,1232.9
scaffold14418.g3,239,179.4,1678.3,244.3,333.1,389.6,389.8,333.1
scaffold14418.g4,12962.3,31083.2,263806.3,25385.9,87567.5,49193.3,55977.1,43331.4
scaffold14418.g5,35,1.8,0,0,0,0,0,0
scaffold14420.g1,369.9,361.6,600.9,178.5,269.7,308.8,350.2,365.8
scaffold14421.g1,105.1,222.8,62.4,101.9,134.2,31.9,38.6,44.8
scaffold14422.g1,157.4,19.9,173.8,226.4,525.6,246.5,263.8,263.1
scaffold14422.g2,1.8,0,3.4,0,4.5,3.2,4.2,4.5
scaffold14422.g3,469.3,282.3,394.1,561.9,1097.9,667.9,940.7,938.7
scaffold14422.g4,229.7,55.2,248.3,227.3,212.7,118.3,163.7,181.4
scaffold14422.g5,404.2,664.3,427.3,412.2,330,79.9,140.4,138.3
scaffold14425.g1,0,0,0,0,0,3.4,0,1.8
scaffold14425.g2,5.4,8,0,16.3,27.6,12.9,4.8,1.7
scaffold14437.g1,59.6,89.2,0,0,0,0,0,0
scaffold1444.g1,4099.2,6281.5,5964,7457.2,4497.5,12468.5,9733.9,8422.9
scaffold1444.g2,1.9,0,0,1.5,1.6,1.5,0.7,1.6
scaffold1444.g3,91.8,90.1,175.2,39.3,103.9,127.7,108,119
scaffold1444.g4,128.2,213.1,432.3,91.1,219.1,177.4,188.9,236.4
scaffold1444.g5,256.4,232.1,595,309.5,72,342.6,251.9,167
scaffold1444.g6,35.4,28.3,96.6,42.9,37.6,42,62.1,27.5
scaffold1444.g7,42.8,28.6,111.1,77.8,62,65.4,79.9,34.6
scaffold1444.g8,100.5,71.5,109.8,67.4,90.7,68.4,55.5,76.3
scaffold14440.g1,354.2,318.4,215.4,299.3,201.4,283.9,280.9,288.2
scaffold14440.g2,65.9,156.1,66.3,8.8,11.2,38.6,35.2,48.5
scaffold14444.g1,0,0,0,5.8,7.2,5.7,9,6.7
scaffold14444.g2,59.7,69.5,166,192.1,88.5,167.8,139.7,125.2
scaffold14444.g3,76.6,135.7,174.3,387.6,467.2,493.3,467.4,410.5
scaffold14449.g1,185.6,1.7,0,3.4,0,0,0,0
scaffold14450.g1,371.3,352.5,143,296.6,217.9,505.2,314.9,348.3
scaffold14450.g2,3.8,11.2,49.1,18.3,26.6,2.8,14.6,15.2
scaffold14450.g3,1.8,4.3,5.1,7.9,5.6,0.9,4.8,4.2
scaffold14450.g4,31.3,64.1,478.2,111.9,88,37.5,51.2,38.6
scaffold14450.g5,0.9,0,9.6,4,0,2.2,0.6,0
scaffold14450.g6,102.5,171.4,641.9,491.5,301.3,232.3,311.8,339.3
scaffold14450.g7,418.5,344.3,1846,1691.6,226.9,230.6,256.8,311.8
scaffold14450.g8,62.9,99.7,1027,845.4,283.7,793.1,796.3,1176.6
scaffold14453.g1,478.5,1424.5,538.8,2525.3,2567.4,928.9,842.1,1307.3
scaffold14453.g2,153.4,189.5,172.5,330.9,765.9,274.2,335.7,449.7
scaffold14453.g3,63.2,50.8,72.6,130.2,374.1,85.3,132.5,230.4
scaffold14457.g1,46.8,26.4,10.9,6.2,49.5,43.6,43,58
scaffold14457.g2,59.7,52.9,603.4,110.2,109.8,3255.1,2411.7,3229.8
scaffold14462.g1,956.7,1617,878.7,1268.5,925.3,3410.8,2834.5,2831.4
scaffold14462.g2,249.2,9.9,0,0,0,20.5,3.5,16.4
scaffold14463.g1,2160.1,4426.1,1280.7,776.3,471.7,841.7,708.4,883.8
scaffold1447.g1,6.7,4,82.8,12.7,176.7,68.2,89.5,101.9
scaffold14474.g1,1.4,12.4,0,0,0,0,0,0.3
scaffold14475.g1,254.6,122.6,0,6,12.6,0,5.8,0
scaffold14475.g2,1.2,0,0,4.4,9.3,43.2,37.3,45.1
scaffold14475.g3,584.7,412.9,280.5,226.4,191.5,247.3,195.9,228.1
scaffold14482.g1,288.1,434.5,315.3,742,485.1,1060.9,717.2,629.8
scaffold14482.g10,139.4,180.6,46.4,570.8,652.8,494.7,953.6,370.6
scaffold14482.g11,249.8,268.8,265.3,185.4,154.6,145.6,153.3,149.5
scaffold14482.g12,916.1,271.7,275,235.1,255.8,394.8,421.8,361.6
scaffold14482.g2,22.7,194.8,465.3,3,0,3,4.5,0
scaffold14482.g3,3451,4369.1,1429.4,508.6,1597.3,1449,877.7,907.2
scaffold14482.g4,363.7,280.4,5.5,7.2,0,0.5,0.5,0
scaffold14482.g5,73.6,161,241.9,169.2,216.1,179.6,199.3,198.6
scaffold14482.g6,60.3,18.1,218.8,46.3,10.1,23.5,14,14.9
scaffold14482.g7,229.8,478.1,267.9,25.8,27.3,45.2,31.7,28.2
scaffold14482.g8,56.2,37.7,97.8,83.2,32.7,68.1,48.7,37.3
scaffold14482.g9,0,0,0,0,0,0,0,0
scaffold14484.g1,1227.8,1161.7,576.6,702.9,1077.8,764.2,963.1,1407.5
scaffold14484.g2,772.6,600.4,423.7,383.2,615.9,384.8,478.7,580.1
scaffold14484.g3,401.2,300.7,868.9,261,299.5,531.9,451,415.3
scaffold14484.g4,1679.8,216.4,0,1.4,2.9,0,0,0
scaffold14484.g5,914.9,2015.9,12.3,2.6,0,0,1.3,1.4
scaffold14484.g6,105.1,251.9,953.8,734.9,280.5,265.2,340.3,371.5
scaffold14486.g1,12.7,0,0,140.8,32.2,101.2,82.1,88.9
scaffold1449.g1,239.8,143.9,0,0,0,0,0,0
scaffold1449.g2,386.2,342,0,0.4,0,0,0,0
scaffold14495.g1,7646.3,7967.6,125.7,296.2,354.5,261.2,221.9,289.6
scaffold14497.g1,0,0,0,0,0,0,0,0
scaffold14498.g1,49.7,106.8,22.9,68.8,25,15.2,18.6,27.3
scaffold14499.g1,3,0,0,0.9,1,0.4,2.2,1
scaffold1451.g1,2878,332,2916.7,905.7,2600.9,783.6,1664.7,1022.9
scaffold1452.g1,227,25.5,0,0,0,0,0,0
scaffold1452.g2,614.2,742.2,781.9,242.4,213,270.2,192.7,181.4
scaffold14522.g1,1135.2,1894.6,1086.3,1018.9,1583.4,977.3,1426.8,1657.3
scaffold14522.g2,1564.6,570.9,163.8,205.5,42,32.1,38.2,40.3
scaffold14522.g3,136.7,32.5,23.1,57.6,54.1,45.4,49,57.1
scaffold14525.g1,45.9,122.5,336.4,282.9,291,321,222.5,346.2
scaffold14525.g2,0,0,38.7,0,0,0,0,0
scaffold14528.g1,88.7,46.2,99.6,65.6,66.8,97.4,64.4,40.6
scaffold14528.g2,435.9,387,480.4,357.3,521.2,722.9,474.8,357
scaffold14528.g3,3.2,19.2,159.8,5,76.6,85,92.6,55.2
scaffold14528.g4,305.7,398.6,246.7,107.8,114,131.8,111.6,97.6
scaffold14528.g5,206.1,44.7,52.3,17.8,17.9,29.3,17.9,13.7
scaffold14528.g6,15.6,1.7,2.8,0,0,1.8,0,1.9
scaffold14528.g7,1873.7,1135.5,1548.9,1668.2,1833.4,7448.2,7233.5,6965.2
scaffold14528.g8,18.6,4,12.9,4.1,0,6,6,0
scaffold14529.g1,22.9,13.4,26.2,173.2,87.2,75.8,118.6,67.2
scaffold14540.g1,444.7,348.8,284,470.9,890.6,406.3,500.4,715.8
scaffold14544.g1,0.8,4.8,0,8.9,0,0,0,0
scaffold14544.g2,605,432.5,462.8,281.3,443.8,224.8,311.4,314.7
scaffold14544.g3,595.9,427.7,539.8,217.6,420.3,168.2,280.2,324.8
scaffold14553.g1,0,14.5,1.4,0,0,0.6,0.6,0
scaffold14553.g2,0,14.3,0,0,0,0,0,0
scaffold14553.g3,512.9,637,944.6,734,283.9,358.9,491.1,383.2
scaffold14553.g4,285.3,478,202.7,611.3,323.3,726.1,538.2,536.4
scaffold14553.g5,6544.5,9005.7,37402.4,9943.8,15672.6,9227.4,10694.7,10146.6
scaffold14553.g6,447.3,287.1,219,366.4,313.6,902.4,766.8,585.9
scaffold14553.g7,2264.7,6649.1,70.3,11,9.7,26.1,18.8,18
scaffold14556.g1,42.6,94,48.7,67.6,47.2,95.2,82.8,108.8
scaffold14556.g2,3.2,6.2,76.7,0,0,0,1.2,0
scaffold14559.g1,166.4,72.8,56.9,56,31.4,43.4,46.4,27.6
scaffold14559.g2,88.5,44.3,38.3,68.7,33.1,34.3,56.5,41
scaffold14565.g1,27.7,4.1,8.8,0,0,0,0,0
scaffold1457.g1,685.5,279.8,70.2,415.6,148.3,69.6,74.4,88.3
scaffold1457.g10,781.7,459.7,318.8,1073.3,726.7,1080.9,997.6,1160.5
scaffold1457.g2,198.4,141.8,280,273,546.2,259.9,256.2,287.9
scaffold1457.g3,21,9.3,16.1,14,4.9,35.1,18,11.4
scaffold1457.g4,119.3,133.8,171.4,322.1,727.3,1176.5,549.7,526.3
scaffold1457.g5,40.3,27.3,70.9,114.9,105.6,272.2,141,75.4
scaffold1457.g6,9.2,9.2,6.5,27.8,9.5,61.6,40.1,24.3
scaffold1457.g7,109.1,137.3,236.1,582.3,266.6,132.5,107,166.9
scaffold1457.g8,239.2,112.2,250,174.6,224,159.7,180.2,180.5
scaffold1457.g9,165.5,230.8,361,160.4,188.8,276.8,240,277.6
scaffold14571.g1,225.3,32.7,0,8.3,1.5,1.9,20.3,1.5
scaffold14573.g1,56.2,128.5,75.6,24.7,46.1,17.1,14.6,23.1
scaffold14573.g2,84.2,661.7,223.8,99.1,431.1,176.9,155.5,202.3
scaffold14573.g3,68.9,227.7,204.7,32.2,66.4,53.3,55.1,54
scaffold14575.g1,25.8,17.9,0.9,11.7,5.3,7.4,3.3,4.4
scaffold14576.g1,20.1,21.3,855,346.7,152.7,104.8,124.1,97.5
scaffold14587.g1,17,9.2,53.2,100.3,13.8,65.2,60.6,59.5
scaffold14587.g2,377.8,339.1,573.9,333.6,399.4,309.2,348.2,450.5
scaffold14587.g3,4.4,4.1,0,6.3,13.2,4.1,2.1,5.5
scaffold14587.g4,26,24.2,1.4,8.5,213.1,4.6,50.7,27.2
scaffold14587.g5,1268.1,3050.9,921.7,1490.3,392.3,1136.2,894,732
scaffold14587.g6,2.5,2.2,0,0.4,0.8,0.7,0,0
scaffold14587.g7,633.8,786.5,647.9,927.7,556.4,1019.3,1010.2,908.1
scaffold14587.g8,376,310.6,131.1,316.2,207.5,416.8,453.8,396
scaffold14589.g1,741.8,610,232.4,304.8,406.4,1993,2049.6,2100.6
scaffold14589.g2,1084,3154.4,1913,223.2,461.4,135.5,198.7,262.5
scaffold14589.g3,633.7,360.7,612.2,828,959.9,769.9,959.2,1076.5
scaffold14589.g4,143.1,122.9,108.6,170.5,253.5,106.7,144.1,169
scaffold14589.g5,7.1,10,0,7.1,4.7,5.3,7.9,6.6
scaffold1459.g1,4.3,1.9,0,0,0,0,0,0
scaffold1459.g2,1.7,4.9,0,67.9,2.1,1,1,0
scaffold14590.g1,118,81,101.4,48.6,16.9,39.5,44.4,31
scaffold14590.g2,451.6,497.6,672.7,583,1257.5,1113.2,1208.2,1475
scaffold14591.g1,73.5,26,0,0,0,0,0,0
scaffold14594.g1,65.8,158.8,33.2,228.7,326,53.2,75.3,92.8
scaffold14594.g2,530,517.1,215.7,2832.9,737.4,332.7,298.9,543.8
scaffold14594.g3,2571,2943.2,1053.4,606,913.7,1410.4,1225.3,1327.8
scaffold14594.g4,346.4,0.9,0,0,0,1.9,0,0
scaffold14594.g5,39.2,22,21.4,0,1.3,24.1,20.4,11
scaffold1460.g1,327.3,154.8,130.9,111.1,258.3,52.2,71.1,64
scaffold1460.g10,249.1,379.6,857.5,1217.7,2258.4,3763.9,2527.2,2651.7
scaffold1460.g11,109.4,106.3,128.7,194.9,211.1,87.2,104.3,135.8
scaffold1460.g12,165.8,232.6,117.8,114.1,51.2,71.2,58.1,78.3
scaffold1460.g13,112.3,105.3,113.3,208.6,277.8,190.7,181.4,234.5
scaffold1460.g14,782.7,1215.6,1496.7,936.5,651.9,624.8,683.1,686.5
scaffold1460.g15,274.3,381.6,1.7,18.5,2,4,3.7,3
scaffold1460.g16,3038.1,5184,3129.6,8187.4,10816.6,12815.8,10750.8,9942.5
scaffold1460.g17,472.4,688.6,584.5,504.1,461.6,1589,793.9,797.4
scaffold1460.g18,87.2,38.5,26.8,4.2,0,4.2,3.4,3.7
scaffold1460.g2,920.4,15.5,1.5,1.8,8,2.3,2.5,1.1
scaffold1460.g3,77.7,50.2,178.1,132.9,186.8,197.7,187.5,178.7
scaffold1460.g4,274.1,319.2,0.5,0.2,2,0,0.5,1.2
scaffold1460.g5,9.4,6.7,0,416.4,7756.8,3554.5,2809.6,3158
scaffold1460.g6,422.1,309.7,275.4,403.2,5152.6,2872.1,2231.1,1987.7
scaffold1460.g7,1389.7,742.5,11.7,471.9,363.2,1227.8,973.9,1040.7
scaffold1460.g8,699.8,335.1,4.6,234.2,162.7,479.8,436.8,482.2
scaffold1460.g9,2133.9,4810.6,18814.1,2275.3,5509.4,2820.7,2258.2,2017.3
scaffold14601.g1,17.3,5.3,0,0,0,0,0,0
scaffold14601.g2,52.8,110.4,15,2.3,16.7,2.2,4.4,9.6
scaffold14601.g3,586,593.4,1422.2,174.2,5813.2,687.6,606,683.8
scaffold14601.g4,157,112.3,86.4,79.9,176.3,89.6,122.9,152.6
scaffold14602.g1,227,339.9,31.2,12,140.4,12.9,3.2,3.5
scaffold14602.g2,39.7,11.1,17.2,1.6,34.3,1.1,3.7,4
scaffold14603.g1,304.7,266.5,143.7,270.2,564.2,170.9,176.9,174.1
scaffold14603.g10,1371.8,199.5,130.9,3069,3572.8,630,666.1,816.8
scaffold14603.g11,201.6,47.8,62.4,586.2,795.4,131.1,142.2,140.6
scaffold14603.g12,279.2,94.4,90.6,148.4,95.8,170.6,128.5,112.3
scaffold14603.g2,585.4,589.7,897.5,856.2,725.3,1162.7,1092.6,966.5
scaffold14603.g3,645.7,211.2,29.5,235.8,243.2,163.8,178,264.6
scaffold14603.g4,641.7,451.6,271,422.6,275.4,158.3,147,183.5
scaffold14603.g5,1.2,13.6,0,0,0,0,0,0
scaffold14603.g6,669.4,1284.8,83.6,205.9,232.2,333.8,380.7,379.9
scaffold14603.g7,345.6,573.4,99.3,112,97.3,146.6,183.6,169.5
scaffold14603.g8,456.5,381,539.3,672.8,571.4,1003.1,820.2,879.8
scaffold14603.g9,318.2,217.1,150.2,618.8,640,1021.9,1182.7,1331
scaffold14606.g1,9.2,1.8,25.3,0,0,0,0,0
scaffold14606.g2,130,83.3,13.3,71.9,4.1,97.4,136.7,72.8
scaffold14606.g3,96.5,29.2,15.2,46.6,0.8,66.2,65.9,50.7
scaffold14606.g4,934.7,540.4,178,589.5,275.7,709.4,605.6,512.6
scaffold14606.g5,1134.1,830.9,418.2,923.4,689.7,763.4,786.6,704.1
scaffold1461.g1,0,0,0,0,0,0,0,0
scaffold14612.g1,0,4.5,9.9,0,0,0,0,0
scaffold14619.g1,2.2,1.1,0.4,0.4,122.1,0,1.5,0
scaffold14620.g1,0,0,0,0,0,0,0,0
scaffold14620.g2,84.8,42,0,7.8,0,1.3,0,1.4
scaffold14624.g1,0,0,0,0,0,0,0,0
scaffold14627.g1,11.1,87,5,30.3,4,7.5,4.6,1
scaffold14627.g2,824.6,809.1,295.2,462.3,272.7,633.6,512.7,502.2
scaffold14627.g3,116.1,96.8,25.1,91.2,23.8,104.8,48.9,36.6
scaffold14627.g4,294.2,161.3,104.3,292.7,110.7,361.1,218.5,141.6
scaffold14627.g5,90.5,64.6,78.8,43.4,55.5,157.5,146.7,61.9
scaffold14629.g1,5.9,28.1,0,0,0,0,0.5,0
scaffold14630.g1,22.5,39.5,25.4,25.8,11.1,5.2,35.6,5.6
scaffold14630.g2,175.8,611.7,4.2,6.6,13.9,3.4,4.7,3.2
scaffold14630.g3,909.7,1330.1,0,24.7,56,16.4,9.8,13
scaffold14630.g4,26.3,81.8,75.2,0.5,402.4,325.9,533.7,515.9
scaffold14631.g1,367.3,562.4,0,0,0,0,0,0
scaffold14632.g1,24.6,17.9,31,29.5,26.6,24.7,28.3,33.5
scaffold14632.g2,48.3,64.4,211.6,114.1,138.4,77.1,142.5,162.1
scaffold14632.g3,594.4,221.6,131.5,494.4,585,651.6,622,1004.9
scaffold1464.g1,0.6,5,0,13.2,1.6,0,0,1.6
scaffold1465.g1,775.8,469,27.6,701.9,100.4,119.1,133.9,121.7
scaffold1465.g2,6998.3,418.3,619.6,309,560.5,294.6,299,286.5
scaffold1465.g3,196.4,262.1,2485.7,207.7,297.4,293,236.4,327.3
scaffold1465.g4,379.1,728.6,1461.4,349.6,718.8,515.5,616.9,622.2
scaffold1465.g5,131.5,226.1,1115.6,156.8,116.1,210.6,157.9,75.6
scaffold1465.g6,558.1,401.3,258.8,615.1,709,661.2,714.4,753.4
scaffold1465.g7,599,760.2,1783.6,778,1238.1,1264.5,1270.1,1410.7
scaffold14650.g1,120.6,128.8,336.5,200,96.8,77,80.5,60.8
scaffold14650.g2,1.8,12.9,672.8,0,4.7,0,0,0
scaffold14651.g1,1,0.3,0,3.4,7.9,3.9,7.3,4.6
scaffold14653.g1,186,140.4,174.6,291.4,431.3,380.4,340.5,319.5
scaffold14653.g2,30.3,13.8,0,0,0,0,0,0
scaffold1466.g1,117.4,224.9,638.3,536.5,420.5,613.6,616.6,504
scaffold14664.g1,222.3,328.4,7.7,5.6,43.5,396.1,215,302
scaffold14664.g10,641.8,461.1,475.1,445.9,442.1,750.8,767.5,719.2
scaffold14664.g2,0,0,20,0,0,1.5,0,10
scaffold14664.g3,0,15.9,0,0,0,0,0,0
scaffold14664.g4,463.7,1168.6,2615.4,720.1,256.3,821.3,414.5,510.3
scaffold14664.g5,406.9,1057.3,1.1,0.8,12.9,181.1,125,82.3
scaffold14664.g6,309.4,458.4,279.3,288.1,654.5,1124.6,795,1081.4
scaffold14664.g7,9879.2,16257.8,119586.5,22373,78651.9,35940,43575.4,37985.2
scaffold14664.g8,523.6,414.1,724.1,629.3,297.5,1345.3,689,561.9
scaffold14664.g9,925.7,1480.8,1614.8,1453.2,1040.9,1002.7,1268.7,1116
scaffold1467.g1,30.3,15,2.1,0,0,0,0.3,0.7
scaffold14672.g1,377.4,139.5,81.6,234.4,313.7,208.8,372.2,358.3
scaffold14676.g1,73.9,89.8,3.6,0,0,0,0,1.2
scaffold14676.g2,75.7,151.1,20.5,135.4,201.4,294.9,282.5,349.1
scaffold14689.g1,0,0,29.4,13.3,0,0,0,0
scaffold14689.g2,28.9,14.1,3262,2307.8,22.4,25.6,36.9,32.8
scaffold14689.g3,39.3,17.2,52,247.1,1779.3,1155.2,1764,1258.4
scaffold1469.g1,0,0,0,0,0,0,0,0
scaffold14691.g1,31.8,11.8,12.5,4.4,0,0.7,1.3,1.8
scaffold14691.g2,329.3,218.9,144.8,689.4,275.5,466.2,546,516.3
scaffold14691.g3,208.9,277.5,30.6,227.6,34,25.6,52.5,65.9
scaffold14691.g4,38.6,53.1,0,46.2,3.8,1.8,6.2,3.9
scaffold14693.g1,0,0,0,0,0,0,0,0
scaffold14693.g10,990.7,1032.3,830.4,344.9,271,953.6,697.4,501.6
scaffold14693.g11,161.9,120,7.9,38.9,8.2,1.9,1.6,2
scaffold14693.g12,406,192.3,20.7,43.6,15.9,5.3,3.5,2.7
scaffold14693.g13,717.7,743.3,577.3,1054.3,2251,1757.6,1196.3,1017.3
scaffold14693.g14,349.1,438.2,1091.8,296.3,273.8,96.6,66.8,76.3
scaffold14693.g15,874.1,539,1369.8,747.8,1228.6,965.7,1151,1246.3
scaffold14693.g16,182.2,133,278.7,198.1,169.1,280.3,241.6,308.8
scaffold14693.g17,815.2,603.1,8.8,34.4,29,7.7,9.2,4
scaffold14693.g18,325.9,40,0,2,12.4,1.9,0,0
scaffold14693.g2,13.7,31.3,19.3,2.6,12.8,6,11.9,9.2
scaffold14693.g3,294.3,391.9,350.2,324.1,708.5,251.1,315.7,235.2
scaffold14693.g4,227.4,323.3,221.4,21.1,7.9,11.6,119.1,7.2
scaffold14693.g5,1.2,0,26.5,0,0,0,0,1.6
scaffold14693.g6,14.6,20.2,45.8,0.9,0,0,0,1
scaffold14693.g7,21274.6,26479.1,12962.2,9430,15487.7,8234.5,7654.9,6812.7
scaffold14693.g8,45.5,43.8,166.7,44.1,149.1,75,107.7,113.2
scaffold14693.g9,1530.9,1922.1,1632.3,980.7,1715.8,2266.9,2264.3,2011.6
scaffold14708.g1,112.4,59.5,0,19.2,0,0,0,0
scaffold14715.g1,4.9,21.5,38.4,0.6,0,0,0,0
scaffold14715.g10,6.9,16.1,0,0,0,0,0,0
scaffold14715.g2,4.4,0,2.8,0,0,0,0,0
scaffold14715.g3,1415.6,1354.2,332.6,1781.7,2290.4,776.9,944.9,1260.2
scaffold14715.g4,994.3,1129.5,307.5,1211.2,2000.9,619.6,708,1064.2
scaffold14715.g5,5.1,7.3,60.1,0,0,1.3,1.3,0.7
scaffold14715.g6,720,1094.8,385.8,428.9,264.1,619,438.2,459.1
scaffold14715.g7,15457,17857.2,5.4,6.4,12.9,27.4,26.3,32.4
scaffold14715.g8,325.5,366.7,249.5,1195.5,700.5,258.3,424.1,378.2
scaffold14715.g9,209.6,161.3,131.7,75.5,99.5,93.7,100.8,100.2
scaffold14716.g1,641.9,211.8,134.1,162.6,152.1,33.5,70.9,67.8
scaffold14716.g2,18.4,1.8,21.1,1.1,19.9,0,0,1.9
scaffold14716.g3,90.3,29.5,53.6,3,3.8,1.2,2,3.8
scaffold14716.g4,16.1,0,32.1,0,0,0,0,0
scaffold14716.g5,72.7,78.1,0,1.8,0,0,1.7,1.9
scaffold14716.g6,224.3,80,254.7,14.7,27.1,182.8,183.3,205.4
scaffold14716.g7,6.3,2.7,46.4,0.7,0,1.4,0.4,1.5
scaffold14720.g1,68.5,49.2,146,640.6,815.5,953.1,606.6,924.6
scaffold14720.g2,161,265.8,311.3,170.3,73,270.5,237.4,210.2
scaffold14720.g3,1543.1,208.9,0,0.9,1.4,3.6,2.2,1.9
scaffold14720.g4,79.4,10,45.3,8.1,309.7,1.1,2.1,22.4
scaffold14720.g5,162.8,147.5,510.3,19.8,76.6,29.5,37.9,32.8
scaffold14720.g6,9.5,1.1,0,0.4,595.1,0.4,9.4,90.9
scaffold14720.g7,1810,201.8,23.7,11.7,18,25.7,6.8,19.2
scaffold14720.g8,1871,1421.8,7.5,108.1,295.8,217.5,153.8,159.6
scaffold14720.g9,0.3,1.4,0,0.7,744.1,27.7,35.6,14.6
scaffold14726.g1,221.8,167.2,384.9,223.3,762.1,459.7,481,451.9
scaffold14729.g1,150.4,117.7,392.3,236,74.9,342.9,353.3,219.6
scaffold14729.g2,11.6,17.6,2.9,6.2,5.9,61.5,25.2,42.7
scaffold14729.g3,69.1,4,0,0,0,1.4,12.2,2.9
scaffold14729.g4,1.6,0.6,0,0,0,0.6,0,0
scaffold14729.g5,713.4,273.3,65.7,63.9,8.2,23.8,24.1,19.5
scaffold14729.g6,61.9,5.9,3.2,2.5,2.1,1.5,1.5,1.1
scaffold1473.g1,1398.3,753.9,65.3,2930.3,2618.7,2802.9,2581.5,3528.4
scaffold14738.g1,52.9,16.3,928.7,20.9,10.6,7.4,12.3,16.8
scaffold14738.g2,69.1,3.4,0,0,7.3,0,3.4,2.4
scaffold14742.g1,158.3,69.4,10.4,216.1,20.6,48.1,47.9,29.6
scaffold1475.g1,416.4,245.1,71.7,159.5,561.1,352.6,376.8,442.9
scaffold1475.g2,709.1,531.6,154.4,269.6,1219.1,833.1,721.2,985.3
scaffold1475.g3,368.5,641.7,772.2,372.2,9143,843.7,1138.5,896.9
scaffold1475.g4,947.5,1355.9,2123.5,981.9,2416.7,2245,2185.5,2052.2
scaffold1475.g5,8.4,20.5,55.7,15.9,12.3,17.2,28.2,12.8
scaffold14750.g1,593.5,971.5,747.5,1159.1,2016.8,729.6,975.8,1004.5
scaffold14750.g2,57.5,51.2,91,78.4,41.5,35.6,30.1,42.7
scaffold14750.g3,1.1,2.6,0,200,1.4,0,0,0.7
scaffold14750.g4,4968.9,5831.8,1255.8,16833,4606.3,3232,3780.6,2778.8
scaffold14750.g5,110.9,174.8,0,7.9,4.5,0.3,0.2,0
scaffold14750.g6,5.4,15.8,0,8.1,41,0,0,0
scaffold14754.g1,194.8,216.3,208.2,398,546.2,341.1,449.6,529.5
scaffold14754.g2,123.2,152.8,112.2,301.8,376.4,179.7,288.2,322.4
scaffold14754.g3,145.9,187.1,71.1,67.3,112.4,96.4,86.8,88.9
scaffold14755.g1,0.5,3.3,27.1,1.7,7.2,3.4,5.6,3
scaffold14762.g1,0.9,0,18.9,11.5,99.5,169.9,105.6,61.1
scaffold14768.g1,106.7,65.7,80.9,51.6,37.9,13.3,28.6,66.7
